Filename,Filename2,Height_cm,Weight_kg,BMI,Age
D:\FBI CELEBS\Celeb-FBI Dataset\1335_5.8h_56w_female_33a.jpg,1335_5.8h_56w_female_33a.jpg,172.72,56,18.77166384,33
D:\FBI CELEBS\Celeb-FBI Dataset\1336_5.11h_57w_female_35a.jpg,1336_5.11h_57w_female_35a.jpg,155.19,57,23.66722772,35
D:\FBI CELEBS\Celeb-FBI Dataset\1337_5.11h_57w_female_34a.jpg,1337_5.11h_57w_female_34a.jpg,155.19,57,23.66722772,34
D:\FBI CELEBS\Celeb-FBI Dataset\1338_5.7h_56w_female_33a.jpg,1338_5.7h_56w_female_33a.jpg,170.18,56,19.33619372,33
D:\FBI CELEBS\Celeb-FBI Dataset\1339_5.11h_56w_female_36a.jpg,1339_5.11h_56w_female_36a.jpg,155.19,56,23.2520132,36
D:\FBI CELEBS\Celeb-FBI Dataset\1340_5.5h_53w_female_37a.jpg,1340_5.5h_53w_female_37a.jpg,165.1,53,19.44382587,37
D:\FBI CELEBS\Celeb-FBI Dataset\1341_5.7h_57w_female_37a.jpg,1341_5.7h_57w_female_37a.jpg,170.18,57,19.68148289,37
D:\FBI CELEBS\Celeb-FBI Dataset\1342_5.5h_52w_female_36a.jpg,1342_5.5h_52w_female_36a.jpg,165.1,52,19.07696123,36
D:\FBI CELEBS\Celeb-FBI Dataset\1343_5.10h_61w_female_39a.png,1343_5.10h_61w_female_39a.png,154.94,61,25.40988689,39
D:\FBI CELEBS\Celeb-FBI Dataset\1344_5.8h_74w_male_43a.png,1344_5.8h_74w_male_43a.png,172.72,74,24.80541293,43
D:\FBI CELEBS\Celeb-FBI Dataset\1345_6h_79w_male_36a.jpg,1345_6h_79w_male_36a.jpg,182.88,79,23.62080341,36
D:\FBI CELEBS\Celeb-FBI Dataset\1346_5.9h_57w_female_53a.jpg,1346_5.9h_57w_female_53a.jpg,175.26,57,18.55706295,53
D:\FBI CELEBS\Celeb-FBI Dataset\1347_5.11h_54w_female_30a.jpg,1347_5.11h_54w_female_30a.jpg,155.19,54,22.42158415,30
D:\FBI CELEBS\Celeb-FBI Dataset\1348_6.3h_74w_female_34a.jpg,1348_6.3h_74w_female_34a.jpg,190.5,74,20.39115189,34
D:\FBI CELEBS\Celeb-FBI Dataset\1349_5.7h_54w_female_33a.jpg,1349_5.7h_54w_female_33a.jpg,170.18,54,18.64561537,33
D:\FBI CELEBS\Celeb-FBI Dataset\1350_5.10h_65w_female_44a.jpg,1350_5.10h_65w_female_44a.jpg,154.94,65,27.07610898,44
D:\FBI CELEBS\Celeb-FBI Dataset\1351_5.2h_54w_female_42a.png,1351_5.2h_54w_female_42a.png,157.48,54,21.7742371,42
D:\FBI CELEBS\Celeb-FBI Dataset\1352_5.8h_54w_female_37a.jpg,1352_5.8h_54w_female_37a.jpg,172.72,54,18.10124728,37
D:\FBI CELEBS\Celeb-FBI Dataset\1353_5.10h_52w_female_36a.jpg,1353_5.10h_52w_female_36a.jpg,154.94,52,21.66088718,36
D:\FBI CELEBS\Celeb-FBI Dataset\1354_5.10h_55w_female_33a.jpg,1354_5.10h_55w_female_33a.jpg,154.94,55,22.91055375,33
D:\FBI CELEBS\Celeb-FBI Dataset\1355_5.7h_62w_female_52a.jpg,1355_5.7h_62w_female_52a.jpg,170.18,62,21.40792876,52
D:\FBI CELEBS\Celeb-FBI Dataset\1356_5.4h_51w_female_37a.jpg,1356_5.4h_51w_female_37a.jpg,162.56,51,19.299355,37
D:\FBI CELEBS\Celeb-FBI Dataset\1357_5.9h_58w_female_31a.png,1357_5.9h_58w_female_31a.png,175.26,58,18.88262546,31
D:\FBI CELEBS\Celeb-FBI Dataset\1358_5.3h_52w_female_52a.jpg,1358_5.3h_52w_female_52a.jpg,160.02,52,20.30742283,52
D:\FBI CELEBS\Celeb-FBI Dataset\1359_5.9h_57w_female_42a.png,1359_5.9h_57w_female_42a.png,175.26,57,18.55706295,42
D:\FBI CELEBS\Celeb-FBI Dataset\1360_5.9h_57w_female_29a.png,1360_5.9h_57w_female_29a.png,175.26,57,18.55706295,29
D:\FBI CELEBS\Celeb-FBI Dataset\1361_6h_61w_female_59a.jpg,1361_6h_61w_female_59a.jpg,182.88,61,18.23884821,59
D:\FBI CELEBS\Celeb-FBI Dataset\1362_5.11h_60w_female_53a.jpg,1362_5.11h_60w_female_53a.jpg,155.19,60,24.91287128,53
D:\FBI CELEBS\Celeb-FBI Dataset\1363_5.9h_59w_female_47a.png,1363_5.9h_59w_female_47a.png,175.26,59,19.20818796,47
D:\FBI CELEBS\Celeb-FBI Dataset\1364_5.5h_56w_female_41a.jpg,1364_5.5h_56w_female_41a.jpg,165.1,56,20.54441979,41
D:\FBI CELEBS\Celeb-FBI Dataset\1365_5.5h_59w_female_48a.png,1365_5.5h_59w_female_48a.png,165.1,59,21.6450137,48
D:\FBI CELEBS\Celeb-FBI Dataset\1366_5.2h_53w_female_52a.jpg,1366_5.2h_53w_female_52a.jpg,157.48,53,21.37101048,52
D:\FBI CELEBS\Celeb-FBI Dataset\1367_5.4h_54w_female_36a.jpg,1367_5.4h_54w_female_36a.jpg,162.56,54,20.43461118,36
D:\FBI CELEBS\Celeb-FBI Dataset\1368_6.3h_82w_male_46a.png,1368_6.3h_82w_male_46a.png,190.5,82,22.59560075,46
D:\FBI CELEBS\Celeb-FBI Dataset\1369_5.4h_55w_female_31a.jpg,1369_5.4h_55w_female_31a.jpg,162.56,55,20.81302991,31
D:\FBI CELEBS\Celeb-FBI Dataset\1370_5.10h_57w_female_46a.jpg,1370_5.10h_57w_female_46a.jpg,154.94,57,23.74366479,46
D:\FBI CELEBS\Celeb-FBI Dataset\1371_5.10h_56w_female_54a.jpg,1371_5.10h_56w_female_54a.jpg,154.94,56,23.32710927,54
D:\FBI CELEBS\Celeb-FBI Dataset\1372_5.8h_55w_female_38a.jpg,1372_5.8h_55w_female_38a.jpg,172.72,55,18.43645556,38
D:\FBI CELEBS\Celeb-FBI Dataset\1373_5.3h_50w_female_36a.png,1373_5.3h_50w_female_36a.png,160.02,50,19.5263681,36
D:\FBI CELEBS\Celeb-FBI Dataset\1374_5.3h_59w_female_49a.jpg,1374_5.3h_59w_female_49a.jpg,160.02,59,23.04111436,49
D:\FBI CELEBS\Celeb-FBI Dataset\1375_5.5h_50w_female_22a.jpg,1375_5.5h_50w_female_22a.jpg,165.1,50,18.34323195,22
D:\FBI CELEBS\Celeb-FBI Dataset\1376_5.5h_54w_female_36a.png,1376_5.5h_54w_female_36a.png,165.1,54,19.81069051,36
D:\FBI CELEBS\Celeb-FBI Dataset\1377_5.9h_73w_male_42a.jpg,1377_5.9h_73w_male_42a.jpg,175.26,73,23.76606308,42
D:\FBI CELEBS\Celeb-FBI Dataset\1378_5.5h_53w_female_24a.png,1378_5.5h_53w_female_24a.png,165.1,53,19.44382587,24
D:\FBI CELEBS\Celeb-FBI Dataset\1379_5.6h_57w_female_43a.jpg,1379_5.6h_57w_female_43a.jpg,167.64,57,20.28240971,43
D:\FBI CELEBS\Celeb-FBI Dataset\1380_5.7h_55w_female_28a.jpg,1380_5.7h_55w_female_28a.jpg,170.18,55,18.99090454,28
D:\FBI CELEBS\Celeb-FBI Dataset\1381_5.7h_51w_female_52a.jpg,1381_5.7h_51w_female_52a.jpg,170.18,51,17.60974785,52
D:\FBI CELEBS\Celeb-FBI Dataset\1382_5.7h_54w_female_34a.jpg,1382_5.7h_54w_female_34a.jpg,170.18,54,18.64561537,34
D:\FBI CELEBS\Celeb-FBI Dataset\1383_5.9h_67w_male_33a.jpg,1383_5.9h_67w_male_33a.jpg,175.26,67,21.81268803,33
D:\FBI CELEBS\Celeb-FBI Dataset\1384_5.6h_54w_female_39a.png,1384_5.6h_54w_female_39a.png,167.64,54,19.21491446,39
D:\FBI CELEBS\Celeb-FBI Dataset\1385_5.4h_53w_female_33a.png,1385_5.4h_53w_female_33a.png,162.56,53,20.05619246,33
D:\FBI CELEBS\Celeb-FBI Dataset\1386_5.9h_58w_female_35a.png,1386_5.9h_58w_female_35a.png,175.26,58,18.88262546,35
D:\FBI CELEBS\Celeb-FBI Dataset\1387_5.7h_53w_female_55a.jpg,1387_5.7h_53w_female_55a.jpg,170.18,53,18.3003262,55
D:\FBI CELEBS\Celeb-FBI Dataset\1388_5.1h_51w_female_39a.jpg,1388_5.1h_51w_female_39a.jpg,154.94,51,21.24433166,39
D:\FBI CELEBS\Celeb-FBI Dataset\1389_5.6h_54w_female_35a.jpg,1389_5.6h_54w_female_35a.jpg,167.64,54,19.21491446,35
D:\FBI CELEBS\Celeb-FBI Dataset\1390_5.3h_59w_female_42a.jpg,1390_5.3h_59w_female_42a.jpg,160.02,59,23.04111436,42
D:\FBI CELEBS\Celeb-FBI Dataset\1391_5.6h_56w_female_43a.jpg,1391_5.6h_56w_female_43a.jpg,167.64,56,19.92657796,43
D:\FBI CELEBS\Celeb-FBI Dataset\1392_5.4h_53w_female_28a.jpg,1392_5.4h_53w_female_28a.jpg,162.56,53,20.05619246,28
D:\FBI CELEBS\Celeb-FBI Dataset\1393_4.12h_45w_female_30a.png,1393_4.12h_45w_female_30a.png,124.97,45,28.81382898,30
D:\FBI CELEBS\Celeb-FBI Dataset\1394_5.4h_57w_female_27a.jpg,1394_5.4h_57w_female_27a.jpg,162.56,57,21.56986736,27
D:\FBI CELEBS\Celeb-FBI Dataset\1395_5.7h_59w_female_38a.png,1395_5.7h_59w_female_38a.png,170.18,59,20.37206124,38
D:\FBI CELEBS\Celeb-FBI Dataset\1396_5.3h_52w_female_40a.jpg,1396_5.3h_52w_female_40a.jpg,160.02,52,20.30742283,40
D:\FBI CELEBS\Celeb-FBI Dataset\1397_5.8h_69w_female_26a.jpg,1397_5.8h_69w_female_26a.jpg,172.72,69,23.12937152,26
D:\FBI CELEBS\Celeb-FBI Dataset\1398_5.4h_62w_female_27a.jpg,1398_5.4h_62w_female_27a.jpg,162.56,62,23.46196099,27
D:\FBI CELEBS\Celeb-FBI Dataset\1399_5.10h_74w_male_37a.png,1399_5.10h_74w_male_37a.png,154.94,74,30.82510868,37
D:\FBI CELEBS\Celeb-FBI Dataset\1400_5.9h_68w_male_36a.png,1400_5.9h_68w_male_36a.png,175.26,68,22.13825054,36
D:\FBI CELEBS\Celeb-FBI Dataset\1401_5.4h_54w_female_47a.jpg,1401_5.4h_54w_female_47a.jpg,162.56,54,20.43461118,47
D:\FBI CELEBS\Celeb-FBI Dataset\1402_5.7h_59w_female_38a.jpg,1402_5.7h_59w_female_38a.jpg,170.18,59,20.37206124,38
D:\FBI CELEBS\Celeb-FBI Dataset\1403_5.3h_56w_female_58a.png,1403_5.3h_56w_female_58a.png,160.02,56,21.86953228,58
D:\FBI CELEBS\Celeb-FBI Dataset\1404_6.2h_87w_female_43a.png,1404_6.2h_87w_female_43a.png,187.96,87,24.6256884,43
D:\FBI CELEBS\Celeb-FBI Dataset\1405_5.4h_54w_female_52a.jpg,1405_5.4h_54w_female_52a.jpg,162.56,54,20.43461118,52
D:\FBI CELEBS\Celeb-FBI Dataset\1406_5.5h_55w_female_28a.jpg,1406_5.5h_55w_female_28a.jpg,165.1,55,20.17755515,28
D:\FBI CELEBS\Celeb-FBI Dataset\1407_5.1h_49w_female_43a.jpg,1407_5.1h_49w_female_43a.jpg,154.94,49,20.41122061,43
D:\FBI CELEBS\Celeb-FBI Dataset\1408_5.7h_55w_female_41a.jpg,1408_5.7h_55w_female_41a.jpg,170.18,55,18.99090454,41
D:\FBI CELEBS\Celeb-FBI Dataset\1409_5.7h_53w_female_35a.jpg,1409_5.7h_53w_female_35a.jpg,170.18,53,18.3003262,35
D:\FBI CELEBS\Celeb-FBI Dataset\1410_5.7h_53w_female_39a.jpg,1410_5.7h_53w_female_39a.jpg,170.18,53,18.3003262,39
D:\FBI CELEBS\Celeb-FBI Dataset\1411_5.11h_78w_male_62a.png,1411_5.11h_78w_male_62a.png,155.19,78,32.38673267,62
D:\FBI CELEBS\Celeb-FBI Dataset\1412_5.7h_54w_female_47a.jpg,1412_5.7h_54w_female_47a.jpg,170.18,54,18.64561537,47
D:\FBI CELEBS\Celeb-FBI Dataset\1413_6h_77w_male_33a.png,1413_6h_77w_male_33a.png,182.88,77,23.02280839,33
D:\FBI CELEBS\Celeb-FBI Dataset\1414_6.1h_81w_male_38a.jpg,1414_6.1h_81w_male_38a.jpg,185.42,81,23.55981443,38
D:\FBI CELEBS\Celeb-FBI Dataset\1415_5.7h_68w_male_39a.png,1415_5.7h_68w_male_39a.png,170.18,68,23.4796638,39
D:\FBI CELEBS\Celeb-FBI Dataset\1416_5.9h_64w_female_57a.jpg,1416_5.9h_64w_female_57a.jpg,175.26,64,20.8360005,57
D:\FBI CELEBS\Celeb-FBI Dataset\1417_5.11h_77w_male_34a.png,1417_5.11h_77w_male_34a.png,155.19,77,31.97151814,34
D:\FBI CELEBS\Celeb-FBI Dataset\1418_5.2h_51w_female_47a.jpg,1418_5.2h_51w_female_47a.jpg,157.48,51,20.56455726,47
D:\FBI CELEBS\Celeb-FBI Dataset\1419_5.5h_54w_female_36a.jpg,1419_5.5h_54w_female_36a.jpg,165.1,54,19.81069051,36
D:\FBI CELEBS\Celeb-FBI Dataset\1420_5.5h_56w_female_40a.jpg,1420_5.5h_56w_female_40a.jpg,165.1,56,20.54441979,40
D:\FBI CELEBS\Celeb-FBI Dataset\1421_5.5h_55w_female_57a.jpg,1421_5.5h_55w_female_57a.jpg,165.1,55,20.17755515,57
D:\FBI CELEBS\Celeb-FBI Dataset\1422_5.7h_59w_female_43a.jpg,1422_5.7h_59w_female_43a.jpg,170.18,59,20.37206124,43
D:\FBI CELEBS\Celeb-FBI Dataset\1423_5.4h_55w_female_40a.png,1423_5.4h_55w_female_40a.png,162.56,55,20.81302991,40
D:\FBI CELEBS\Celeb-FBI Dataset\1424_5.4h_51w_female_31a.jpg,1424_5.4h_51w_female_31a.jpg,162.56,51,19.299355,31
D:\FBI CELEBS\Celeb-FBI Dataset\1425_5.2h_58w_female_38a.jpg,1425_5.2h_58w_female_38a.jpg,157.48,58,23.38714355,38
D:\FBI CELEBS\Celeb-FBI Dataset\1426_5.9h_56w_female_25a.png,1426_5.9h_56w_female_25a.png,175.26,56,18.23150044,25
D:\FBI CELEBS\Celeb-FBI Dataset\1427_6h_75w_male_27a.png,1427_6h_75w_male_27a.png,182.88,75,22.42481337,27
D:\FBI CELEBS\Celeb-FBI Dataset\1428_6h_86w_male_36a.jpg,1428_6h_86w_male_36a.jpg,182.88,86,25.713786,36
D:\FBI CELEBS\Celeb-FBI Dataset\1429_5.5h_57w_female_25a.jpg,1429_5.5h_57w_female_25a.jpg,165.1,57,20.91128443,25
D:\FBI CELEBS\Celeb-FBI Dataset\1430_5.4h_53w_female_49a.jpg,1430_5.4h_53w_female_49a.jpg,162.56,53,20.05619246,49
D:\FBI CELEBS\Celeb-FBI Dataset\1431_5.11h_75w_male_56a.jpg,1431_5.11h_75w_male_56a.jpg,155.19,75,31.1410891,56
D:\FBI CELEBS\Celeb-FBI Dataset\1432_5.2h_54w_female_36a.png,1432_5.2h_54w_female_36a.png,157.48,54,21.7742371,36
D:\FBI CELEBS\Celeb-FBI Dataset\1433_6h_62w_female_58a.png,1433_6h_62w_female_58a.png,182.88,62,18.53784572,58
D:\FBI CELEBS\Celeb-FBI Dataset\1434_5.3h_48w_female_29a.png,1434_5.3h_48w_female_29a.png,160.02,48,18.74531338,29
D:\FBI CELEBS\Celeb-FBI Dataset\1435_4.12h_46w_female_39a.jpg,1435_4.12h_46w_female_39a.jpg,124.97,46,29.45413629,39
D:\FBI CELEBS\Celeb-FBI Dataset\1436_5.4h_52w_female_31a.png,1436_5.4h_52w_female_31a.png,162.56,52,19.67777373,31
D:\FBI CELEBS\Celeb-FBI Dataset\1437_5.6h_54w_female_30a.png,1437_5.6h_54w_female_30a.png,167.64,54,19.21491446,30
D:\FBI CELEBS\Celeb-FBI Dataset\1438_5.7h_55w_female_39a.png,1438_5.7h_55w_female_39a.png,170.18,55,18.99090454,39
D:\FBI CELEBS\Celeb-FBI Dataset\1439_4.11h_48w_female_26a.png,1439_4.11h_48w_female_26a.png,124.71,48,30.86303838,26
D:\FBI CELEBS\Celeb-FBI Dataset\1440_5.6h_57w_female_26a.png,1440_5.6h_57w_female_26a.png,167.64,57,20.28240971,26
D:\FBI CELEBS\Celeb-FBI Dataset\1441_5.4h_53w_female_27a.png,1441_5.4h_53w_female_27a.png,162.56,53,20.05619246,27
D:\FBI CELEBS\Celeb-FBI Dataset\1442_5.5h_57w_female_43a.png,1442_5.5h_57w_female_43a.png,165.1,57,20.91128443,43
D:\FBI CELEBS\Celeb-FBI Dataset\1443_5.8h_55w_female_39a.png,1443_5.8h_55w_female_39a.png,172.72,55,18.43645556,39
D:\FBI CELEBS\Celeb-FBI Dataset\1444_5.7h_55w_female_41a.png,1444_5.7h_55w_female_41a.png,170.18,55,18.99090454,41
D:\FBI CELEBS\Celeb-FBI Dataset\1445_5.4h_54w_female_37a.png,1445_5.4h_54w_female_37a.png,162.56,54,20.43461118,37
D:\FBI CELEBS\Celeb-FBI Dataset\1446_5.7h_55w_female_51a.png,1446_5.7h_55w_female_51a.png,170.18,55,18.99090454,51
D:\FBI CELEBS\Celeb-FBI Dataset\1447_5.9h_76w_male_50a.png,1447_5.9h_76w_male_50a.png,175.26,76,24.7427506,50
D:\FBI CELEBS\Celeb-FBI Dataset\1448_5.2h_49w_female_40a.png,1448_5.2h_49w_female_40a.png,157.48,49,19.75810403,40
D:\FBI CELEBS\Celeb-FBI Dataset\1449_5.11h_64w_female_42a.png,1449_5.11h_64w_female_42a.png,155.19,64,26.57372937,42
D:\FBI CELEBS\Celeb-FBI Dataset\1450_5.7h_56w_female_35a.png,1450_5.7h_56w_female_35a.png,170.18,56,19.33619372,35
D:\FBI CELEBS\Celeb-FBI Dataset\1451_5.5h_53w_female_44a.png,1451_5.5h_53w_female_44a.png,165.1,53,19.44382587,44
D:\FBI CELEBS\Celeb-FBI Dataset\1452_5.6h_55w_female_45a.png,1452_5.6h_55w_female_45a.png,167.64,55,19.57074621,45
D:\FBI CELEBS\Celeb-FBI Dataset\1453_5.9h_67w_male_45a.png,1453_5.9h_67w_male_45a.png,175.26,67,21.81268803,45
D:\FBI CELEBS\Celeb-FBI Dataset\1454_5.4h_57w_female_48a.png,1454_5.4h_57w_female_48a.png,162.56,57,21.56986736,48
D:\FBI CELEBS\Celeb-FBI Dataset\1455_6.4h_92w_male_43a.png,1455_6.4h_92w_male_43a.png,193.04,92,24.68841503,43
D:\FBI CELEBS\Celeb-FBI Dataset\1456_5.10h_74w_male_52a.png,1456_5.10h_74w_male_52a.png,154.94,74,30.82510868,52
D:\FBI CELEBS\Celeb-FBI Dataset\1457_5.7h_54w_female_41a.png,1457_5.7h_54w_female_41a.png,170.18,54,18.64561537,41
D:\FBI CELEBS\Celeb-FBI Dataset\1458_6h_77w_male_43a.png,1458_6h_77w_male_43a.png,182.88,77,23.02280839,43
D:\FBI CELEBS\Celeb-FBI Dataset\1459_5.6h_54w_female_38a.png,1459_5.6h_54w_female_38a.png,167.64,54,19.21491446,38
D:\FBI CELEBS\Celeb-FBI Dataset\1460_5.5h_53w_female_32a.png,1460_5.5h_53w_female_32a.png,165.1,53,19.44382587,32
D:\FBI CELEBS\Celeb-FBI Dataset\1461_5.7h_66w_female_42a.png,1461_5.7h_66w_female_42a.png,170.18,66,22.78908545,42
D:\FBI CELEBS\Celeb-FBI Dataset\1462_5.4h_52w_female_34a.png,1462_5.4h_52w_female_34a.png,162.56,52,19.67777373,34
D:\FBI CELEBS\Celeb-FBI Dataset\1463_5.9h_57w_female_41a.png,1463_5.9h_57w_female_41a.png,175.26,57,18.55706295,41
D:\FBI CELEBS\Celeb-FBI Dataset\1464_5.9h_58w_female_29a.png,1464_5.9h_58w_female_29a.png,175.26,58,18.88262546,29
D:\FBI CELEBS\Celeb-FBI Dataset\1465_5.9h_56w_female_35a.png,1465_5.9h_56w_female_35a.png,175.26,56,18.23150044,35
D:\FBI CELEBS\Celeb-FBI Dataset\1466_5.7h_54w_female_32a.png,1466_5.7h_54w_female_32a.png,170.18,54,18.64561537,32
D:\FBI CELEBS\Celeb-FBI Dataset\1467_0h_0w_female_60a.png,1467_0h_0w_female_60a.png,0,0,,60
D:\FBI CELEBS\Celeb-FBI Dataset\1468_5.3h_52w_female_37a.png,1468_5.3h_52w_female_37a.png,160.02,52,20.30742283,37
D:\FBI CELEBS\Celeb-FBI Dataset\1469_5.8h_69w_male_45a.png,1469_5.8h_69w_male_45a.png,172.72,69,23.12937152,45
D:\FBI CELEBS\Celeb-FBI Dataset\1470_5.5h_53w_female_47a.png,1470_5.5h_53w_female_47a.png,165.1,53,19.44382587,47
D:\FBI CELEBS\Celeb-FBI Dataset\1471_6.5h_96w_male_47a.png,1471_6.5h_96w_male_47a.png,195.58,96,25.09703114,47
D:\FBI CELEBS\Celeb-FBI Dataset\1472_5.11h_72w_male_40a.png,1472_5.11h_72w_male_40a.png,155.19,72,29.89544554,40
D:\FBI CELEBS\Celeb-FBI Dataset\1473_5.8h_75w_male_45a.png,1473_5.8h_75w_male_45a.png,172.72,75,25.14062122,45
D:\FBI CELEBS\Celeb-FBI Dataset\1474_5.8h_58w_female_44a.png,1474_5.8h_58w_female_44a.png,172.72,58,19.44208041,44
D:\FBI CELEBS\Celeb-FBI Dataset\1475_5.5h_57w_female_42a.png,1475_5.5h_57w_female_42a.png,165.1,57,20.91128443,42
D:\FBI CELEBS\Celeb-FBI Dataset\1476_5.9h_62w_female_38a.png,1476_5.9h_62w_female_38a.png,175.26,62,20.18487549,38
D:\FBI CELEBS\Celeb-FBI Dataset\1477_6.2h_86w_male_54a.png,1477_6.2h_86w_male_54a.png,187.96,86,24.34263451,54
D:\FBI CELEBS\Celeb-FBI Dataset\1478_5.8h_54w_female_30a.png,1478_5.8h_54w_female_30a.png,172.72,54,18.10124728,30
D:\FBI CELEBS\Celeb-FBI Dataset\1479_5.9h_69w_male_33a.png,1479_5.9h_69w_male_33a.png,175.26,69,22.46381304,33
D:\FBI CELEBS\Celeb-FBI Dataset\1480_5.10h_68w_female_17a.png,1480_5.10h_68w_female_17a.png,154.94,68,28.32577554,17
D:\FBI CELEBS\Celeb-FBI Dataset\1481_5.5h_55w_female_32a.png,1481_5.5h_55w_female_32a.png,165.1,55,20.17755515,32
D:\FBI CELEBS\Celeb-FBI Dataset\1482_5.3h_52w_female_35a.png,1482_5.3h_52w_female_35a.png,160.02,52,20.30742283,35
D:\FBI CELEBS\Celeb-FBI Dataset\1483_5.5h_54w_female_41a.png,1483_5.5h_54w_female_41a.png,165.1,54,19.81069051,41
D:\FBI CELEBS\Celeb-FBI Dataset\1484_5.10h_74w_male_36a.png,1484_5.10h_74w_male_36a.png,154.94,74,30.82510868,36
D:\FBI CELEBS\Celeb-FBI Dataset\1485_5.1h_49w_female_28a.png,1485_5.1h_49w_female_28a.png,154.94,49,20.41122061,28
D:\FBI CELEBS\Celeb-FBI Dataset\1486_5.5h_54w_female_34a.png,1486_5.5h_54w_female_34a.png,165.1,54,19.81069051,34
D:\FBI CELEBS\Celeb-FBI Dataset\1487_5.3h_132w_female_43a.png,1487_5.3h_132w_female_43a.png,160.02,132,51.54961179,43
D:\FBI CELEBS\Celeb-FBI Dataset\1488_5.6h_54w_female_24a.png,1488_5.6h_54w_female_24a.png,167.64,54,19.21491446,24
D:\FBI CELEBS\Celeb-FBI Dataset\1489_5.4h_54w_female_40a.png,1489_5.4h_54w_female_40a.png,162.56,54,20.43461118,40
D:\FBI CELEBS\Celeb-FBI Dataset\1490_5.8h_59w_female_49a.png,1490_5.8h_59w_female_49a.png,172.72,59,19.77728869,49
D:\FBI CELEBS\Celeb-FBI Dataset\1491_5.5h_53w_female_30a.png,1491_5.5h_53w_female_30a.png,165.1,53,19.44382587,30
D:\FBI CELEBS\Celeb-FBI Dataset\1492_5.3h_52w_female_38a.png,1492_5.3h_52w_female_38a.png,160.02,52,20.30742283,38
D:\FBI CELEBS\Celeb-FBI Dataset\1493_5.9h_55w_female_45a.png,1493_5.9h_55w_female_45a.png,175.26,55,17.90593793,45
D:\FBI CELEBS\Celeb-FBI Dataset\1494_5.7h_63w_female_45a.png,1494_5.7h_63w_female_45a.png,170.18,63,21.75321793,45
D:\FBI CELEBS\Celeb-FBI Dataset\1495_5.2h_45w_female_35a.png,1495_5.2h_45w_female_35a.png,157.48,45,18.14519758,35
D:\FBI CELEBS\Celeb-FBI Dataset\1496_5.3h_56w_female_33a.png,1496_5.3h_56w_female_33a.png,160.02,56,21.86953228,33
D:\FBI CELEBS\Celeb-FBI Dataset\1497_5.9h_58w_female_33a.png,1497_5.9h_58w_female_33a.png,175.26,58,18.88262546,33
D:\FBI CELEBS\Celeb-FBI Dataset\1498_5.4h_53w_female_54a.png,1498_5.4h_53w_female_54a.png,162.56,53,20.05619246,54
D:\FBI CELEBS\Celeb-FBI Dataset\1499_5.6h_52w_female_52a.png,1499_5.6h_52w_female_52a.png,167.64,52,18.50325096,52
D:\FBI CELEBS\Celeb-FBI Dataset\1500_5.5h_53w_female_40a.png,1500_5.5h_53w_female_40a.png,165.1,53,19.44382587,40
D:\FBI CELEBS\Celeb-FBI Dataset\1501_4.12h_57w_female_39a.png,1501_4.12h_57w_female_39a.png,124.97,57,36.49751671,39
D:\FBI CELEBS\Celeb-FBI Dataset\1502_5.2h_49w_female_33a.png,1502_5.2h_49w_female_33a.png,157.48,49,19.75810403,33
D:\FBI CELEBS\Celeb-FBI Dataset\1503_5.5h_54w_female_41a.png,1503_5.5h_54w_female_41a.png,165.1,54,19.81069051,41
D:\FBI CELEBS\Celeb-FBI Dataset\1504_5.4h_55w_female_44a.jpg,1504_5.4h_55w_female_44a.jpg,162.56,55,20.81302991,44
D:\FBI CELEBS\Celeb-FBI Dataset\1505_5.4h_50w_female_33a.png,1505_5.4h_50w_female_33a.png,162.56,50,18.92093628,33
D:\FBI CELEBS\Celeb-FBI Dataset\1506_5.6h_54w_female_33a.png,1506_5.6h_54w_female_33a.png,167.64,54,19.21491446,33
D:\FBI CELEBS\Celeb-FBI Dataset\1507_5.5h_53w_female_38a.png,1507_5.5h_53w_female_38a.png,165.1,53,19.44382587,38
D:\FBI CELEBS\Celeb-FBI Dataset\1508_5.6h_57w_female_42a.png,1508_5.6h_57w_female_42a.png,167.64,57,20.28240971,42
D:\FBI CELEBS\Celeb-FBI Dataset\1509_6h_74w_male_37a.jpg,1509_6h_74w_male_37a.jpg,182.88,74,22.12581586,37
D:\FBI CELEBS\Celeb-FBI Dataset\1510_5.2h_54w_female_29a.png,1510_5.2h_54w_female_29a.png,157.48,54,21.7742371,29
D:\FBI CELEBS\Celeb-FBI Dataset\1511_5.5h_48w_female_27a.png,1511_5.5h_48w_female_27a.png,165.1,48,17.60950267,27
D:\FBI CELEBS\Celeb-FBI Dataset\1512_5.3h_52w_female_25a.png,1512_5.3h_52w_female_25a.png,160.02,52,20.30742283,25
D:\FBI CELEBS\Celeb-FBI Dataset\1514_5.9h_55w_female_30a.png,1514_5.9h_55w_female_30a.png,175.26,55,17.90593793,30
D:\FBI CELEBS\Celeb-FBI Dataset\1515_5.2h_52w_female_21a.png,1515_5.2h_52w_female_21a.png,157.48,52,20.96778387,21
D:\FBI CELEBS\Celeb-FBI Dataset\1516_5.9h_72w_male_46a.jpg,1516_5.9h_72w_male_46a.jpg,175.26,72,23.44050057,46
D:\FBI CELEBS\Celeb-FBI Dataset\1517_5.4h_55w_female_45a.png,1517_5.4h_55w_female_45a.png,162.56,55,20.81302991,45
D:\FBI CELEBS\Celeb-FBI Dataset\1518_5.9h_58w_female_38a.png,1518_5.9h_58w_female_38a.png,175.26,58,18.88262546,38
